YearQuarterId,YearGroupId,Year,Quarter,FailureUnit,Zone,ZoneCategory,Location,LocationCategory,Direction
2017-Q4,G2017,2017,Q4,104,3,High,Puy-de-Dôme,D,South East
2023-Q4,G2023,2023,Q4,31,1,Low,Creuse,D,South West
2020-Q2,G2020,2020,Q2,38,1,Low,Eure,D,North
2015-Q1,G2015,2015,Q1,23,1,Low,Lozère ,D,South
2021-Q4,G2021,2021,Q4,901,4,Very High, Auvergne-Rhône-Alpes ,R,South East
2019-Q2,G2019,2019,Q2,41,1,Low,Deux-Sèvres,D,South West
2016-Q2,G2016,2016,Q2,104,3,High, Dordogne,D,South West
2022-Q2,G2022,2022,Q2,55,2,Medium,Loir-et-Cher,D,Central
2021-Q2,G2021,2021,Q2,6,1,Low,Territoire de Belfort,D,East
2015-Q1,G2015,2015,Q1,83,2,Medium, Cher,D,Central
2020-Q1,G2020,2020,Q1,28,1,Low, Gers,D,South
2023-Q2,G2023,2023,Q2,577,4,Very High,Pays de la Loire,R,West
2024-Q4,G2024,2024,Q4,0,1,Low,Finistère,D,North West
2023-Q4,G2023,2023,Q4,133,3,High,Vendée,D,West
2014-Q1,G2014,2014,Q1,75,2,Medium,Corrèze ,D,South West
2017-Q2,G2017,2017,Q2,1534,4,Very High,Provence-Alpes-Côte d'Azur,R,South East
2014-Q1,G2014,2014,Q1,35,1,Low,Meuse ,D,North East
2021-Q4,G2021,2021,Q4,57,2,Medium, Drôme,D,East
2021-Q2,G2021,2021,Q2,112,3,High, Loire-Atlantique,D,West
2020-Q4,G2020,2020,Q4,625,4,Very High,Nouvelle-Aquitaine,R,South West
2017-Q2,G2017,2017,Q2,129,3,High,Maine-et-Loire,D,West
2018-Q2,G2018,2018,Q2,52,2,Medium, Cher,D,Central
2017-Q3,G2017,2017,Q3,92,2,Medium,Marne,D,North East
2021-Q2,G2021,2021,Q2,440,4,Very High,Hauts-de-France,R,North
2019-Q1,G2019,2019,Q1,280,4,Very High, Hauts-de-Seine,D,North Central
2014-Q3,G2014,2014,Q3,46,2,Medium,Orne,D,North
2015-Q3,G2015,2015,Q3,106,3,High,Sarthe,D,West
2014-Q2,G2014,2014,Q2,25,1,Low,Creuse,D,South West
2014-Q4,G2014,2014,Q4,1609,4,Very High,Provence-Alpes-Côte d'Azur,R,South East
2021-Q2,G2021,2021,Q2,131,3,High,Val-de-Marne,D,North Central
2015-Q1,G2015,2015,Q1,18612,4,Very High,France,C,Nil
2018-Q1,G2018,2018,Q1,105,3,High,Loiret ,D,Central
2020-Q2,G2020,2020,Q2,92,2,Medium,Pas-de-Calais ,D,North
2019-Q4,G2019,2019,Q4,91,2,Medium, Indre-et-Loire,D,South West
2021-Q2,G2021,2021,Q2,566,4,Very High,Nouvelle-Aquitaine,R,South West
2021-Q1,G2021,2021,Q1,86,2,Medium, Ille-et-Vilaine ,D,North West
2023-Q1,G2023,2023,Q1,400,4,Very High,Gironde,D,South West
2024-Q1,G2024,2024,Q1,26,1,Low,Territoire de Belfort,D,East
2018-Q4,G2018,2018,Q4,186,3,High,Moselle,D,North East
2023-Q3,G2023,2023,Q3,280,4,Very High,Alpes-Maritimes,D,South East
2017-Q4,G2017,2017,Q4,76,2,Medium,Vosges,D,North East
2019-Q4,G2019,2019,Q4,12,1,Low,Cantal,D,South East
2024-Q2,G2024,2024,Q2,21,1,Low,Haute-Marne,D,North East
2014-Q2,G2014,2014,Q2,723,4,Very High,Pays de la Loire,R,West
2024-Q2,G2024,2024,Q2,648,4,Very High,Bouches-du-Rhône,D,South East
2024-Q1,G2024,2024,Q1,4219,4,Very High,Île-de-France,R,North Central
2021-Q4,G2021,2021,Q4,33,1,Low,Loir-et-Cher,D,Central
2014-Q1,G2014,2014,Q1,50,2,Medium,Haute-Saône,D,East
2023-Q2,G2023,2023,Q2,150,3,High,Haute-Savoie,D,South East
2018-Q3,G2018,2018,Q3,12,1,Low,Cantal,D,South East
2019-Q2,G2019,2019,Q2,105,3,High,Marne,D,North East
2015-Q3,G2015,2015,Q3,27,1,Low,Creuse,D,South West
2020-Q3,G2020,2020,Q3,118,3,High,La Réunion,C,Nil
2021-Q2,G2021,2021,Q2,13,1,Low, Ariège,D,South
2016-Q1,G2016,2016,Q1,51,2,Medium,Corse-du-Sud,D,South
2020-Q4,G2020,2020,Q4,10,1,Low, Lot,D,South
2020-Q1,G2020,2020,Q1,852,4,Very High,Occitanie ,R,South
2016-Q1,G2016,2016,Q1,85,2,Medium,Yonne,D,East
2022-Q2,G2022,2022,Q2,35,1,Low,Deux-Sèvres,D,South West
2023-Q2,G2023,2023,Q2,31,1,Low, Haute-Corse,D,South
2021-Q2,G2021,2021,Q2,137,3,High,Var ,D,South East
2016-Q4,G2016,2016,Q4,114,3,High,Ain,D,South East
2016-Q4,G2016,2016,Q4,17,1,Low,Lozère ,D,South
2022-Q1,G2022,2022,Q1,196,3,High,Isère ,D,South East
2022-Q4,G2022,2022,Q4,170,3,High,Yvelines ,D,North Central
2017-Q1,G2017,2017,Q1,16,1,Low,Creuse,D,South West
2020-Q1,G2020,2020,Q1,28,1,Low, Ariège,D,South
2017-Q3,G2017,2017,Q3,179,3,High,Val-d'Oise ,D,North Central
2020-Q1,G2020,2020,Q1,13,1,Low,Alpes-de-Haute-Provence,D,South East
2022-Q4,G2022,2022,Q4,63,2,Medium,Eure-et-Loir,D,Central
2019-Q2,G2019,2019,Q2,122,3,High,Charente-Maritime,D,South West
2021-Q1,G2021,2021,Q1,117,3,High,Moselle,D,North East
2021-Q4,G2021,2021,Q4,93,2,Medium,Gard ,D,South
2018-Q2,G2018,2018,Q2,234,4,Very High, Loire-Atlantique,D,West
2024-Q3,G2024,2024,Q3,102,3,High, Martinique,C,Nil
2020-Q3,G2020,2020,Q3,722,4,Very High, Auvergne-Rhône-Alpes ,R,South East
2023-Q3,G2023,2023,Q3,360,4,Very High,Rhône,D,South East
2024-Q2,G2024,2024,Q2,114,3,High,Marne,D,North East
2023-Q1,G2023,2023,Q1,75,2,Medium, Lot-et-Garonne,D,South West
2014-Q3,G2014,2014,Q3,157,3,High,Haut-Rhin ,D,North East
2015-Q3,G2015,2015,Q3,241,4,Very High,Seine-Maritime ,D,North
2016-Q1,G2016,2016,Q1,399,4,Very High,Gironde,D,South West
2023-Q3,G2023,2023,Q3,192,3,High,Yvelines ,D,North Central
2017-Q2,G2017,2017,Q2,115,3,High,Ain,D,South East
2021-Q2,G2021,2021,Q2,19,1,Low, Cher,D,Central
2015-Q2,G2015,2015,Q2,264,4,Very High,Pas-de-Calais ,D,North
2014-Q1,G2014,2014,Q1,274,4,Very High,Yvelines ,D,North Central
2022-Q4,G2022,2022,Q4,31,1,Low, Ariège,D,South
2014-Q4,G2014,2014,Q4,157,3,High,Vendée,D,West
2020-Q3,G2020,2020,Q3,28,1,Low,Corrèze ,D,South West
2023-Q4,G2023,2023,Q4,46,2,Medium,Corrèze ,D,South West
2023-Q1,G2023,2023,Q1,69,2,Medium,Yonne,D,East
2020-Q4,G2020,2020,Q4,209,3,High,Seine-et-Marne,D,North Central
2023-Q3,G2023,2023,Q3,208,3,High,La Réunion,C,Nil
2020-Q3,G2020,2020,Q3,27,1,Low, Dordogne,D,South West
2022-Q2,G2022,2022,Q2,48,2,Medium,Somme,D,North
2016-Q1,G2016,2016,Q1,658,4,Very High,Bouches-du-Rhône,D,South East
2020-Q1,G2020,2020,Q1,82,2,Medium,Vendée,D,West
2022-Q3,G2022,2022,Q3,68,2,Medium,Eure,D,North
2018-Q2,G2018,2018,Q2,161,3,High,Loire,D,South East
2021-Q3,G2021,2021,Q3,495,4,Very High,Nouvelle-Aquitaine,R,South West
2020-Q3,G2020,2020,Q3,15,1,Low,Cantal,D,South East
2015-Q3,G2015,2015,Q3,65,2,Medium,Charente,D,South West
2015-Q1,G2015,2015,Q1,921,4,Very High,Pays de la Loire,R,West
2021-Q3,G2021,2021,Q3,54,2,Medium,Morbihan ,D,North West
2024-Q1,G2024,2024,Q1,112,3,High,Eure,D,North
2019-Q4,G2019,2019,Q4,225,4,Very High,Essonne,D,North Central
2024-Q4,G2024,2024,Q4,0,1,Low, Landes ,D,South West
2022-Q1,G2022,2022,Q1,14,1,Low,Creuse,D,South West
2020-Q1,G2020,2020,Q1,105,3,High, Ille-et-Vilaine ,D,North West
2016-Q2,G2016,2016,Q2,84,2,Medium,Guadeloupe,C,Nil
2023-Q4,G2023,2023,Q4,1399,4,Very High,Nouvelle-Aquitaine,R,South West
2017-Q2,G2017,2017,Q2,509,4,Very High,Centre-Val de Loire,R,Central
2018-Q3,G2018,2018,Q3,37,1,Low,Corrèze ,D,South West
2020-Q1,G2020,2020,Q1,202,3,High,Overseas,O,Nil
2014-Q2,G2014,2014,Q2,575,4,Very High,Nord,D,North
2020-Q1,G2020,2020,Q1,32,1,Low,Ardèche,D,South East
2017-Q1,G2017,2017,Q1,254,4,Very High,Moselle,D,North East
2017-Q4,G2017,2017,Q4,34,1,Low, Gers,D,South
2019-Q2,G2019,2019,Q2,60,2,Medium,Vienne,D,South West
2023-Q4,G2023,2023,Q4,41,1,Low,Territoire de Belfort,D,East
2016-Q3,G2016,2016,Q3,408,4,Very High,Overseas,O,Nil
2024-Q3,G2024,2024,Q3,499,4,Very High,Bourgogne-Frenche-Comté,R,West
2014-Q4,G2014,2014,Q4,70,2,Medium,Ardèche,D,South East
2014-Q4,G2014,2014,Q4,173,3,High,Oise,D,North
2014-Q1,G2014,2014,Q1,593,4,Very High,Centre-Val de Loire,R,Central
2024-Q2,G2024,2024,Q2,60,2,Medium,Tarn-et-Garonne,D,South
2019-Q2,G2019,2019,Q2,246,4,Very High, Hauts-de-Seine,D,North Central
2015-Q2,G2015,2015,Q2,199,3,High,Loire,D,South East
2018-Q1,G2018,2018,Q1,60,2,Medium,Yonne,D,East
2024-Q2,G2024,2024,Q2,40,1,Low,Mayenne,D,West
2023-Q1,G2023,2023,Q1,579,4,Very High,Seine-et-Marne,D,North Central
2015-Q1,G2015,2015,Q1,245,4,Very High, Ille-et-Vilaine ,D,North West
2018-Q3,G2018,2018,Q3,64,2,Medium, Savoie ,D,South East
2016-Q3,G2016,2016,Q3,36,1,Low,Hautes-Alpes,D,South East
2015-Q4,G2015,2015,Q4,94,2,Medium,Yonne,D,East
2015-Q1,G2015,2015,Q1,79,2,Medium,Tarn-et-Garonne,D,South
2014-Q2,G2014,2014,Q2,25,1,Low,Haute-Marne,D,North East
2024-Q1,G2024,2024,Q1,56,2,Medium, Hautes-Pyrénées,D,South
2017-Q4,G2017,2017,Q4,14,1,Low,Creuse,D,South West
2022-Q3,G2022,2022,Q3,64,2,Medium,Aude,D,South
2019-Q1,G2019,2019,Q1,40,1,Low,Nièvre ,D,East
2018-Q2,G2018,2018,Q2,82,2,Medium, Dordogne,D,South West
2017-Q4,G2017,2017,Q4,144,3,High,Loire,D,South East
2018-Q4,G2018,2018,Q4,26,1,Low, Gers,D,South
2021-Q4,G2021,2021,Q4,47,2,Medium,Corse,R,South
2017-Q3,G2017,2017,Q3,47,2,Medium,Charente,D,South West
2023-Q1,G2023,2023,Q1,385,4,Very High,Overseas,O,Nil
2017-Q3,G2017,2017,Q3,98,3,High, Saône-et-Loire,D,East
2020-Q4,G2020,2020,Q4,28,1,Low, Jura,D,East
2024-Q4,G2024,2024,Q4,0,1,Low, Jura,D,East
2017-Q1,G2017,2017,Q1,91,2,Medium,Vosges,D,North East
2016-Q1,G2016,2016,Q1,290,4,Very High,Yvelines ,D,North Central
2021-Q3,G2021,2021,Q3,49,2,Medium, Pyrénées-Orientales ,D,South
2020-Q4,G2020,2020,Q4,86,2,Medium,Finistère,D,North West
2015-Q3,G2015,2015,Q3,63,2,Medium,Ardennes,D,North East
2020-Q4,G2020,2020,Q4,1982,4,Very High,Île-de-France,R,North Central
2020-Q4,G2020,2020,Q4,26,1,Low,Corrèze ,D,South West
2015-Q4,G2015,2015,Q4,636,4,Very High, Bretagne,R,North West
2019-Q4,G2019,2019,Q4,136,3,High,Loire,D,South East
2015-Q4,G2015,2015,Q4,143,3,High,La Réunion,C,Nil
2021-Q3,G2021,2021,Q3,51,2,Medium,Finistère,D,North West
2021-Q4,G2021,2021,Q4,58,2,Medium,Marne,D,North East
2017-Q1,G2017,2017,Q1,289,4,Very High,Pas-de-Calais ,D,North
2016-Q2,G2016,2016,Q2,109,3,High,Ain,D,South East
2017-Q1,G2017,2017,Q1,58,2,Medium,Ardèche,D,South East
2023-Q2,G2023,2023,Q2,60,2,Medium, Lot-et-Garonne,D,South West
2021-Q1,G2021,2021,Q1,59,2,Medium,Puy-de-Dôme,D,South East
2022-Q4,G2022,2022,Q4,77,2,Medium,Sarthe,D,West
2018-Q4,G2018,2018,Q4,96,2,Medium,Eure-et-Loir,D,Central
2014-Q3,G2014,2014,Q3,13704,4,Very High,France,C,Nil
2024-Q1,G2024,2024,Q1,1893,4,Very High,Provence-Alpes-Côte d'Azur,R,South East
2017-Q2,G2017,2017,Q2,39,1,Low,Haute-Saône,D,East
2023-Q4,G2023,2023,Q4,654,4,Very High, Normandie,R,North
2023-Q3,G2023,2023,Q3,71,2,Medium, Côtes-d'Armor,D,North West
2016-Q4,G2016,2016,Q4,37,1,Low,Corrèze ,D,South West
2021-Q4,G2021,2021,Q4,127,3,High,Essonne,D,North Central
2014-Q4,G2014,2014,Q4,10,1,Low,French Guiana,C,Nil
2024-Q1,G2024,2024,Q1,43,1,Low,Hautes-Alpes,D,South East
2023-Q2,G2023,2023,Q2,485,4,Very High, Normandie,R,North
2023-Q3,G2023,2023,Q3,167,3,High,Seine-Maritime ,D,North
2016-Q4,G2016,2016,Q4,3220,4,Very High,Île-de-France,R,North Central
2015-Q2,G2015,2015,Q2,62,2,Medium,Corrèze ,D,South West
2014-Q1,G2014,2014,Q1,40,1,Low,Nièvre ,D,East
2023-Q3,G2023,2023,Q3,39,1,Low,Aube,D,North East
2015-Q1,G2015,2015,Q1,97,2,Medium, Landes ,D,South West
2023-Q2,G2023,2023,Q2,115,3,High,Loiret ,D,Central
2016-Q4,G2016,2016,Q4,163,3,High,Charente-Maritime,D,South West
2024-Q4,G2024,2024,Q4,0,1,Low, Haute-Corse,D,South
2016-Q3,G2016,2016,Q3,61,2,Medium,Manche,D,North
2024-Q1,G2024,2024,Q1,15,1,Low,Creuse,D,South West
2016-Q3,G2016,2016,Q3,21,1,Low,Territoire de Belfort,D,East
2023-Q2,G2023,2023,Q2,88,2,Medium, Doubs,D,East
2016-Q3,G2016,2016,Q3,495,4,Very High, Bretagne,R,North West
2019-Q1,G2019,2019,Q1,249,4,Very High,Essonne,D,North Central
2021-Q1,G2021,2020,Q1,18,1,Low,French Guiana,C,Nil
2021-Q2,G2021,2021,Q2,106,3,High,Yvelines ,D,North Central
2014-Q3,G2014,2014,Q3,119,3,High,Pyrénées-Atlantiques ,D,South West
2017-Q2,G2017,2017,Q2,224,4,Very High,Pas-de-Calais ,D,North
2024-Q3,G2024,2024,Q3,543,4,Very High,Nord,D,North
2015-Q1,G2015,2014,Q1,20,1,Low,French Guiana,C,Nil
2023-Q1,G2023,2023,Q1,71,2,Medium,Loir-et-Cher,D,Central
2019-Q4,G2019,2019,Q4,79,2,Medium,Vienne,D,South West
2024-Q3,G2024,2024,Q3,56,2,Medium, Dordogne,D,South West
2015-Q4,G2015,2015,Q4,98,3,High, Indre-et-Loire,D,South West
2021-Q2,G2021,2021,Q2,178,3,High,Val-d'Oise ,D,North Central
2017-Q1,G2017,2017,Q1,34,1,Low, Lot,D,South
2023-Q2,G2023,2023,Q2,33,1,Low, Lot,D,South
2022-Q1,G2022,2022,Q1,1097,4,Very High,Provence-Alpes-Côte d'Azur,R,South East
2014-Q2,G2014,2014,Q2,403,4,Very High,Gironde,D,South West
2018-Q4,G2018,2018,Q4,298,4,Very High,Gironde,D,South West
2017-Q2,G2017,2017,Q2,54,2,Medium, Gers,D,South
2021-Q2,G2021,2021,Q2,57,2,Medium,Charente-Maritime,D,South West
2021-Q3,G2021,2021,Q3,14,1,Low, Jura,D,East
2016-Q3,G2016,2016,Q3,242,4,Very High,Hérault ,D,South
2017-Q1,G2017,2017,Q1,90,2,Medium,Eure-et-Loir,D,Central
2019-Q4,G2019,2019,Q4,66,2,Medium,Tarn-et-Garonne,D,South
2024-Q1,G2024,2024,Q1,635,4,Very High,Centre-Val de Loire,R,Central
2019-Q2,G2019,2019,Q2,12860,4,Very High,France,C,Nil
2023-Q4,G2023,2023,Q4,36,1,Low,Nièvre ,D,East
2024-Q1,G2024,2024,Q1,210,3,High,Vaucluse ,D,South East
2014-Q1,G2014,2014,Q1,867,4,Very High,Pays de la Loire,R,West
2021-Q3,G2021,2021,Q3,48,2,Medium,Loiret ,D,Central
2024-Q2,G2024,2024,Q2,75,2,Medium,Tarn,D,South
2022-Q4,G2022,2022,Q4,191,3,High,Val-d'Oise ,D,North Central
2022-Q4,G2022,2022,Q4,104,3,High, Côtes-d'Armor,D,North West
2015-Q4,G2015,2015,Q4,18,1,Low,Lozère ,D,South
2017-Q1,G2017,2017,Q1,256,4,Very High,Val-de-Marne,D,North Central
2022-Q3,G2022,2022,Q3,64,2,Medium, Dordogne,D,South West
2017-Q1,G2017,2016,Q1,17,1,Low,French Guiana,C,Nil
2016-Q1,G2016,2016,Q1,75,2,Medium,Tarn-et-Garonne,D,South
2023-Q3,G2023,2023,Q3,26,1,Low,Allier,D,South East
2019-Q1,G2019,2019,Q1,629,4,Very High,Pays de la Loire,R,West
2016-Q4,G2016,2016,Q4,114,3,High,Corse,R,South
2020-Q3,G2020,2020,Q3,22,1,Low,Territoire de Belfort,D,East
2021-Q3,G2021,2021,Q3,87,2,Medium,Essonne,D,North Central
2016-Q2,G2016,2016,Q2,18,1,Low,Cantal,D,South East
2018-Q2,G2018,2018,Q2,87,2,Medium,Ain,D,South East
2016-Q4,G2016,2016,Q4,79,2,Medium,Tarn,D,South
2014-Q4,G2014,2014,Q4,1458,4,Very High,Nouvelle-Aquitaine,R,South West
2018-Q4,G2018,2018,Q4,128,3,High, Savoie ,D,South East
2022-Q1,G2022,2022,Q1,99,3,High, Ille-et-Vilaine ,D,North West
2019-Q4,G2019,2019,Q4,29,1,Low,Alpes-de-Haute-Provence,D,South East
2020-Q2,G2020,2020,Q2,63,2,Medium,Gard ,D,South
2022-Q2,G2022,2022,Q2,140,3,High,Seine-Maritime ,D,North
2018-Q3,G2018,2018,Q3,75,2,Medium, Doubs,D,East
2015-Q3,G2015,2015,Q3,125,3,High,Eure,D,North
2016-Q1,G2016,2016,Q1,299,4,Very High, Loire-Atlantique,D,West
2023-Q4,G2023,2023,Q4,330,4,Very High,Var ,D,South East
2019-Q3,G2019,2019,Q3,164,3,High,Pas-de-Calais ,D,North
2017-Q1,G2017,2017,Q1,1739,4,Very High,Provence-Alpes-Côte d'Azur,R,South East
2023-Q1,G2023,2023,Q1,156,3,High,Calvados,D,North
2022-Q4,G2022,2022,Q4,44,1,Low,Tarn-et-Garonne,D,South
2022-Q1,G2022,2022,Q1,185,3,High,Pas-de-Calais ,D,North
2019-Q2,G2019,2019,Q2,52,2,Medium,Aube,D,North East
2014-Q4,G2014,2014,Q4,735,4,Very High, Normandie,R,North
2023-Q2,G2023,2023,Q2,302,4,Very High,Haute-Garonne,D,South
2015-Q1,G2015,2015,Q1,139,3,High,Ain,D,South East
2015-Q3,G2015,2015,Q3,415,4,Very High,Seine-Saint-Denis,D,North Central
2014-Q4,G2014,2014,Q4,33,1,Low,Haute-Marne,D,North East
2022-Q3,G2022,2022,Q3,44,1,Low, Landes ,D,South West
2019-Q4,G2019,2019,Q4,29,1,Low,Territoire de Belfort,D,East
2014-Q1,G2014,2014,Q1,322,4,Very High,Isère ,D,South East
2020-Q4,G2020,2020,Q4,25,1,Low,Ardennes,D,North East
2015-Q3,G2015,2015,Q3,27,1,Low, Lot,D,South
2022-Q3,G2022,2022,Q3,89,2,Medium,Moselle,D,North East
2024-Q2,G2024,2024,Q2,336,4,Very High,Var ,D,South East
2015-Q1,G2015,2015,Q1,230,4,Very High,Charente-Maritime,D,South West
2017-Q1,G2017,2017,Q1,78,2,Medium,Manche,D,North
2021-Q3,G2021,2021,Q3,26,1,Low,Calvados,D,North
2022-Q3,G2022,2022,Q3,90,2,Medium,Calvados,D,North
2023-Q4,G2023,2023,Q4,1061,4,Very High,Paris,D,North Central
2015-Q1,G2015,2015,Q1,96,2,Medium,Loir-et-Cher,D,Central
2014-Q1,G2014,2014,Q1,359,4,Very High,Bas-Rhin,D,North East
2019-Q2,G2019,2019,Q2,104,3,High, Meurthe-et-Moselle,D,North East
2015-Q4,G2015,2015,Q4,160,3,High,Haute-Savoie,D,South East
2017-Q2,G2017,2017,Q2,256,4,Very High,Haute-Garonne,D,South
2017-Q2,G2017,2017,Q2,111,3,High,Sarthe,D,West
2017-Q3,G2017,2017,Q3,431,4,Very High,Bourgogne-Frenche-Comté,R,West
2019-Q1,G2019,2019,Q1,150,3,High, Ille-et-Vilaine ,D,North West
2017-Q2,G2017,2017,Q2,883,4,Very High,Paris,D,North Central
2024-Q4,G2024,2024,Q4,0,1,Low, Normandie,R,North
2022-Q2,G2022,2022,Q2,57,2,Medium,Sarthe,D,West
2018-Q3,G2018,2018,Q3,56,2,Medium,Charente,D,South West
2022-Q3,G2022,2022,Q3,66,2,Medium,Charente-Maritime,D,South West
2018-Q1,G2018,2018,Q1,33,1,Low, Lot,D,South
2018-Q1,G2018,2018,Q1,186,3,High,Vaucluse ,D,South East
2019-Q2,G2019,2019,Q2,65,2,Medium, Haute-Corse,D,South
2016-Q4,G2016,2016,Q4,329,4,Very High,Seine-et-Marne,D,North Central
2015-Q1,G2015,2015,Q1,313,4,Very High, Loire-Atlantique,D,West
2024-Q3,G2024,2024,Q3,76,2,Medium,Tarn,D,South
2016-Q3,G2016,2016,Q3,55,2,Medium,Aube,D,North East
2021-Q1,G2021,2021,Q1,15,1,Low, Lot,D,South
2015-Q3,G2015,2015,Q3,145,3,High,Oise,D,North
2015-Q2,G2015,2015,Q2,66,2,Medium,Vienne,D,South West
2015-Q2,G2015,2015,Q2,163,3,High,Haute-Savoie,D,South East
2023-Q4,G2023,2023,Q4,32,1,Low,Indre ,D,Central
2019-Q4,G2019,2019,Q4,66,2,Medium, Landes ,D,South West
2022-Q2,G2022,2022,Q2,27,1,Low,Aveyron,D,South
2019-Q1,G2019,2019,Q1,120,3,High,Ain,D,South East
2018-Q1,G2018,2018,Q1,36,1,Low,Aveyron,D,South
2017-Q2,G2017,2017,Q2,130,3,High,Eure,D,North
2017-Q4,G2017,2017,Q4,9,1,Low,French Teritories,OFOT,Nil
2018-Q1,G2018,2018,Q1,60,2,Medium,Allier,D,South East
2020-Q2,G2020,2020,Q2,11,1,Low,Territoire de Belfort,D,East
2016-Q1,G2016,2016,Q1,137,3,High,La Réunion,C,Nil
2015-Q1,G2015,2015,Q1,314,4,Very High,Hérault ,D,South
2021-Q1,G2021,2021,Q1,49,2,Medium,Eure-et-Loir,D,Central
2014-Q4,G2014,2014,Q4,130,3,High, Côtes-d'Armor,D,North West
2020-Q2,G2020,2020,Q2,11,1,Low, Gers,D,South
2019-Q1,G2019,2019,Q1,46,2,Medium,Deux-Sèvres,D,South West
2022-Q3,G2022,2022,Q3,33,1,Low,Corse-du-Sud,D,South
2017-Q1,G2017,2017,Q1,135,3,High, Drôme,D,East
2022-Q3,G2022,2022,Q3,225,4,Very High,Alpes-Maritimes,D,South East
2018-Q2,G2018,2018,Q2,40,1,Low, Hautes-Pyrénées,D,South
2021-Q1,G2021,2021,Q1,18,1,Low,Haute-Loire ,D,South East
2017-Q1,G2017,2017,Q1,39,1,Low,Haute-Marne,D,North East
2024-Q2,G2024,2024,Q2,479,4,Very High,Rhône,D,South East
2021-Q1,G2021,2021,Q1,62,2,Medium,Charente-Maritime,D,South West
2016-Q2,G2016,2016,Q2,124,3,High, Drôme,D,East
2022-Q3,G2022,2022,Q3,88,2,Medium, Saône-et-Loire,D,East
2018-Q1,G2018,2018,Q1,235,4,Very High,Essonne,D,North Central
2021-Q1,G2021,2021,Q1,279,4,Very High,Centre-Val de Loire,R,Central
2018-Q2,G2018,2018,Q2,141,3,High,Vaucluse ,D,South East
2019-Q1,G2019,2019,Q1,176,3,High,Loire,D,South East
2019-Q3,G2019,2019,Q3,10430,4,Very High,France,C,Nil
2015-Q4,G2015,2015,Q4,94,2,Medium,Loir-et-Cher,D,Central
2018-Q1,G2018,2018,Q1,92,2,Medium,Sarthe,D,West
2018-Q3,G2018,2018,Q3,11520,4,Very High,France,C,Nil
2024-Q3,G2024,2024,Q3,118,3,High, Meurthe-et-Moselle,D,North East
2016-Q4,G2016,2016,Q4,73,2,Medium,Somme,D,North
2019-Q2,G2019,2019,Q2,35,1,Low, Gers,D,South
2017-Q2,G2017,2017,Q2,80,2,Medium,Aisne,D,North
2023-Q2,G2023,2023,Q2,67,2,Medium,Charente,D,South West
2022-Q3,G2022,2022,Q3,146,3,High, Loire-Atlantique,D,West
2016-Q2,G2016,2016,Q2,39,1,Low,Tarn-et-Garonne,D,South
2018-Q3,G2018,2018,Q3,930,4,Very High,Grand Est ,R,North East
2023-Q1,G2023,2023,Q1,90,2,Medium,Aube,D,North East
2024-Q3,G2024,2024,Q3,328,4,Very High,Alpes-Maritimes,D,South East
2022-Q1,G2022,2022,Q1,56,2,Medium,Loir-et-Cher,D,Central
2015-Q3,G2015,2015,Q3,108,3,High,Vendée,D,West
2016-Q3,G2016,2016,Q3,296,4,Very High,Gironde,D,South West
2017-Q2,G2017,2017,Q2,47,2,Medium, Hautes-Pyrénées,D,South
2017-Q4,G2017,2017,Q4,1548,4,Very High,Provence-Alpes-Côte d'Azur,R,South East
2014-Q2,G2014,2014,Q2,99,3,High,Eure-et-Loir,D,Central
2023-Q2,G2023,2023,Q2,33,1,Low,Alpes-de-Haute-Provence,D,South East
2023-Q2,G2023,2023,Q2,109,3,High, Drôme,D,East
2016-Q4,G2016,2016,Q4,220,3,High,Yvelines ,D,North Central
2014-Q2,G2014,2014,Q2,1554,4,Very High,Provence-Alpes-Côte d'Azur,R,South East
2024-Q1,G2024,2023,Q1,21,1,Low,French Guiana,C,Nil
2015-Q4,G2015,2015,Q4,1488,4,Very High,Occitanie ,R,South
2018-Q2,G2018,2018,Q2,0,1,Low,French Teritories,OFOT,Nil
2020-Q2,G2020,2020,Q2,211,3,High,Centre-Val de Loire,R,Central
2016-Q2,G2016,2016,Q2,134,3,High,Loiret ,D,Central
2023-Q3,G2023,2023,Q3,49,2,Medium,Ardennes,D,North East
2020-Q2,G2020,2020,Q2,120,3,High,Alpes-Maritimes,D,South East
2023-Q1,G2023,2023,Q1,270,4,Very High, Loire-Atlantique,D,West
2018-Q3,G2018,2018,Q3,40,1,Low,Ardennes,D,North East
2023-Q1,G2023,2023,Q1,113,3,High,Charente-Maritime,D,South West
2019-Q3,G2019,2019,Q3,946,4,Very High,Occitanie ,R,South
2015-Q4,G2015,2015,Q4,164,3,High, Pyrénées-Orientales ,D,South
2022-Q1,G2022,2022,Q1,29,1,Low,Haute-Saône,D,East
2023-Q4,G2023,2023,Q4,109,3,High, Saône-et-Loire,D,East
2015-Q1,G2015,2015,Q1,802,4,Very High, Normandie,R,North
2023-Q3,G2023,2023,Q3,340,4,Very High,Gironde,D,South West
2023-Q3,G2023,2023,Q3,52,2,Medium, Lot-et-Garonne,D,South West
2023-Q1,G2023,2023,Q1,33,1,Low,Hautes-Alpes,D,South East
2016-Q2,G2016,2016,Q2,1352,4,Very High,Occitanie ,R,South
2017-Q2,G2017,2017,Q2,115,3,High, Côtes-d'Armor,D,North West
2015-Q3,G2015,2015,Q3,149,3,High,Morbihan ,D,North West
